,Country,Year,df_CO2AVBUNK,df_CO2GDP,df_CO2GDPPPP,df_CO2MARBUNK,df_CO2POP,df_CO2TES,df_GHGFC,df_GHGFugi,df_GHGFCOil,df_GHGFCGas,df_GHGEnergy,df_GHGFCCoal
7230,Republic of North Macedonia,2017,0.062555268,0.711,0.249,0,3.584,65.03,7.584458297,..,2.920542834,0.531575041,..,4.051468635
7231,Romania,2017,1.005667396,0.358,0.149,0.086556864,3.619,51.039,72.70713227,6500.500375,26.93345587,21.00472087,79.20763264,22.97430181
7232,Russian Federation,2017,16.14112495,1.105,0.427,36.83276108,10.638,50.548,1547.333686,486753.8763,327.3758823,796.7505785,2034.087562,391.13277
7233,Serbia,2017,0.397564008,1.113,0.416,0.045512174,6.63,71.169,47.24928665,..,9.301290559,4.121205964,..,33.49345175
7234,Tajikistan,2017,0.054638647,0.582,0.181,0,0.586,41.853,5.352133915,..,2.362011623,0.002305489,..,2.987816802
7235,Turkmenistan,2017,1.028457085,1.287,0.605,0,9.853,60.482,59.15759081,113079.7488,19.54180088,39.61348886,172.2373396,0
7236,Ukraine,2017,0.771116051,1.793,0.375,0,3.817,45.716,172.9637736,6027.244505,29.38594816,53.38837407,178.9910182,89.47382569
7237,Uzbekistan,2017,0.407472583,1.097,0.452,0,3.229,62.877,105.0681313,18714.47649,9.796889072,88.24702219,123.7826078,7.023611989
7238,Former Soviet Union (if no detail),2017,..,..,..,..,..,..,..,..,..,..,..,..
7239,Former Yugoslavia (if no detail),2017,..,..,..,..,..,..,..,..,..,..,..,..
7240,Algeria,2017,1.329037951,0.752,0.261,0.740520536,3.173,54.512,131.7010968,85453.962,55.608822,75.61742543,217.1550588,0.473188512
7241,Angola,2017,0.957157922,0.166,0.094,1.063155306,0.619,32.367,20.54325326,26515.61274,17.28326224,1.613214878,47.058866,0
7242,Benin,2017,0.093259335,0.536,0.2,0.004279905,0.575,32.06,7.454896004,5.0061075,6.570219723,0.077144409,7.459902112,0.186541148
7243,Botswana,2017,0.035970574,0.486,0.212,0,3.054,65.563,7.589347332,0.8829945,2.955983842,0,7.590230327,4.471578023
7244,Cameroon,2017,0.0540775,0.181,0.074,0,0.258,15.862,8.385197042,6291.8565,5.241892359,1.139661555,14.67705354,0
7245,Congo,2017,0.099981678,0.281,0.148,0,0.536,23.205,3.32014637,7806.088609,1.670319454,1.215205811,11.12623498,0
7246,Côte d'Ivoire,2017,0.507861086,0.2,0.085,0.241205744,0.42,23.737,11.98107177,1190.067255,6.099421316,4.431208724,13.17113903,0
7247,Dem. Rep. of Congo,2017,0.374054852,0.053,0.029,0,0.026,1.766,9.243194621,1511.560977,2.249506263,0.00062586,10.7547556,0
7248,Egypt,2017,2.036095742,0.61,0.182,0.290090336,2.147,56.169,220.6523209,26751.9486,106.7570853,104.7843581,247.4042695,8.686709015
7249,Equatorial Guinea,2017,0.128611506,0.294,0.138,0,2.3,39.511,3.387266098,5456.904,0.786822648,2.565938748,8.844170098,0
7250,Eritrea,2017,0.025479404,0.257,0.097,0.035004132,0.147,13.637,0.666513136,0.3046515,0.50492387,0,0.6668177875,0
7251,Kingdom of Eswatini,2017,0.005574312,0.264,0.11,0,0.961,22.878,1.252415527,0,0.97515697,0,1.252415527,0.150763562
7252,Ethiopia,2017,2.176060631,0.155,0.058,0,0.107,6.622,24.33565682,4.9077975,10.38867215,0,24.34056462,1.383282561
7253,Gabon,2017,0.146705081,0.168,0.084,0.455920136,1.155,12.06,3.113313724,8860.708348,1.483269156,1.00013076,11.97402207,0
7254,Ghana,2017,0.528608321,0.262,0.089,0.281388144,0.479,36.928,15.47437112,2471.62246,12.43202377,2.260290103,17.94599358,0
7255,Kenya,2017,1.996971982,0.224,0.089,0.142428466,0.347,15.366,20.51147741,6.3470225,15.40306413,0,20.51782443,1.846123524
7256,Libya,2017,0.178992855,0.696,0.247,0.683545612,6.938,43.005,44.89263303,40054.3029,28.65568709,16.15564299,84.94693593,0
7257,Madagascar,2017,0.116830942,0.278,0.084,0.031362152,0.13,10.134,5.08655532,0,2.476338121,0,5.08655532,0.963077607
7258,Mauritius,2017,0.946249082,0.322,0.155,1.463489237,3.3,68.177,4.233520301,..,2.339457183,0,..,1.876271464
7259,Morocco,2017,2.161589453,0.497,0.203,0.4293262,1.631,67.618,58.89877004,102.9875925,37.90280677,2.401713524,59.00175763,17.72090479
7260,Mozambique,2017,0.087618267,0.363,0.166,0.005768948,0.218,14.208,7.926602822,3683.95012,4.599730022,1.686852675,11.61055294,0.019994321
7261,Namibia,2017,0.113519187,0.34,0.157,0,1.615,45.645,3.936290527,1.201093,3.789240427,0,3.93749162,0.090357169
7262,Niger,2017,0.127237162,0.168,0.071,0,0.083,14.029,2.673632352,273.360041,1.569616654,0,2.946992393,0.270032666
7263,Nigeria,2017,1.609705643,0.187,0.094,0.990546586,0.475,14.471,130.5533074,74147.2903,58.25434556,29.60207984,204.7005977,5.649205062
7264,Rwanda,2017,0.158727339,0.12,0.05,0,0.092,6.261,1.95940251,0,0.963059709,0.057804819,1.95940251,0.122052532
7265,Senegal,2017,0.597275191,0.395,0.162,0,0.529,44.477,8.391551452,8.3630125,6.705150196,0.048053912,8.399914465,1.331653686
7266,South Africa,2017,5.080683441,1.216,0.555,9.403383501,7.572,77.309,435.2774076,33020.42495,73.58638278,4.331443244,468.2978325,356.1670371
7267,South Sudan,2017,0.235085621,0.122,0.111,0,0.142,50.29,1.592855728,1923.381979,1.529579411,0,3.516237707,0
7268,Sudan,2017,0.669458652,0.219,0.108,0.058196413,0.477,24.469,21.7627398,2682.766083,19.67292203,0,24.44550588,0
7269,United Rep. of Tanzania,2017,0.415536299,0.226,0.091,0.062229567,0.217,12.902,17.55885397,185.5799225,8.348784232,2.785893954,17.74443389,1.262065966
7270,Togo,2017,0.172200463,0.202,0.082,0.060962219,0.16,9.801,1.730449242,3.9745713,1.203017542,0.074899353,1.734423813,0
7271,Tunisia,2017,0.778059992,0.553,0.209,0.023427916,2.214,55.018,26.63730707,2385.678913,13.71085233,12.63603988,29.02298598,0
7272,Uganda,2017,0.316715267,0.151,0.052,0,0.12,6.106,8.623208083,0,4.891572327,0,8.623208083,0
7273,Zambia,2017,0.080648463,0.252,0.098,0,0.332,12.584,7.638292073,..,3.935860199,0,..,1.873907969
7274,Zimbabwe,2017,0.133007311,0.458,0.247,0,0.655,21.237,12.45935034,..,3.535056822,0,..,6.237718759
7275,Other Africa,2017,1.486806056,0.276,0.109,0.93623358,0.187,15.954,35.91407241,..,24.96149214,0,..,1.923660358
7276,Bangladesh,2017,1.113308701,0.324,0.113,0.381399143,0.532,48.637,89.67482447,6080.228945,24.69419872,53.07396594,95.75505342,8.988441777
7277,Brunei Darussalam,2017,0.226411775,0.525,0.262,0,15.605,44.165,6.75508056,2072.308561,1.971764434,4.783316125,8.827389121,0
7278,Cambodia,2017,0.317316075,0.502,0.172,0,0.654,35.892,11.33759096,..,6.873361017,0,..,3.674259009
7279,DPR of Korea,2017,0,2.444,0.676,0,2.737,84.061,71.00489044,..,2.964024609,0,..,67.90203232
7280,India,2017,12.1084446,0.88,0.264,5.002332003,1.613,59.117,2244.894594,87657.722,593.8144116,81.30306138,2332.552316,1525.275425
7281,Indonesia,2017,4.843907219,0.5,0.163,0.821981065,1.797,52.211,489.7962634,106663.0618,216.3828231,74.83131684,596.4593251,188.9262482
7282,Lao People's Democratic Republic,2017,0.108330722,1.064,0.369,0,2.508,73.576,18.16959574,..,3.300851043,0,..,14.38079154
7283,Malaysia,2017,7.989907384,0.633,0.254,1.25184993,6.596,59.473,213.2625239,18419.11852,82.28719685,48.12943645,231.6816424,82.73377631
7284,Mongolia,2017,0.085982285,1.547,0.563,0,6.226,91.163,19.61443031,..,4.007686342,0,..,15.59482779
7285,Myanmar,2017,0.225608303,0.455,0.125,0.003410799,0.582,32.605,34.48955282,..,19.81623157,8.396386314,..,2.558744226
7286,Nepal,2017,0.423131307,0.387,0.113,0,0.356,17.65,13.38391846,..,6.99454582,0,..,3.144626407
7287,Pakistan,2017,2.483855083,0.558,0.171,0.123178992,0.848,41.512,196.9220081,11948.54785,82.94186238,62.21768527,208.870556,40.29136823
7288,Philippines,2017,4.729842628,0.349,0.146,0.310487933,1.147,49.657,125.8315236,1319.0731,53.94610227,7.640609071,127.1505967,61.97105879
7289,Singapore,2017,24.83874721,0.142,0.091,157.7502949,8.433,31.901,47.60725754,..,21.87211647,20.87067389,..,3.580919879
7290,Sri Lanka,2017,1.696831169,0.232,0.077,1.831907848,1.029,47.785,23.28483628,..,16.37962887,0,..,6.009603894
7291,Chinese Taipei,2017,9.47353108,0.506,0.245,4.344596,12.048,56.274,287.4480053,..,74.26849429,52.06976611,..,158.1304748
7292,Thailand,2017,13.2317027,0.564,0.208,3.813909772,3.442,42.016,249.364695,14445.78878,101.7795573,78.27069558,263.8104838,66.38606983
7293,Viet Nam,2017,2.8594145,0.684,0.234,0.562637833,1.986,61.871,190.5038499,18365.64585,57.61927612,17.88518924,208.8694957,113.1790178
7294,Other Asia,2017,0.787679768,0.227,0.131,0.644094215,0.564,39.667,30.10390939,..,21.8380235,1.816495265,..,5.286718839
7295,People's Rep. of China,2017,28.62936156,0.735,0.457,32.90769185,6.684,72.073,9445.751413,453498.7783,1347.346759,444.3847858,9899.250191,7591.029631
7296,"Hong Kong, China",2017,20.67322425,0.132,0.099,34.36854274,5.851,74.807,43.57971219,..,11.55661679,6.976149513,..,24.96467108
7297,"China (incl. Hong Kong, China)",2017,49.30258581,0.72,0.449,67.27623459,6.68,72.085,9489.331125,453498.7783,1358.903376,451.3609353,9942.829903,7615.994302
7298,Argentina,2017,3.084269323,0.268,0.199,2.547317815,3.949,50.454,176.0581546,25319.66715,72.21368627,97.40911649,201.3778218,5.831655176
7299,Bolivia,2017,0.198671634,0.562,0.239,0,1.762,52.983,20.57475721,4005.956717,11.93214626,8.516581127,24.58071392,0.025142396
7300,Brazil,2017,6.606708113,0.245,0.146,10.78562724,2.072,35.279,448.8347371,36141.55375,296.5414883,72.88461721,484.9762909,64.88640351
7301,Cuba,2017,0.376136412,0.287,0.092,1.421278303,2.257,58.864,25.84445111,579.531045,23.70329069,1.999936106,26.42398216,0.010982257
7302,Curaçao,2017,0.24604076,1.338,1.064,6.547633923,24.789,55.729,4.000923308,..,4.000923308,0,..,0
7303,Dominican Republic,2017,1.682712333,0.271,0.127,0,2.021,58.435,21.94041053,..,16.54961831,2.387419199,..,2.80184224
7304,Ecuador,2017,0.788964121,0.342,0.19,1.188892658,2.059,55.423,35.00442487,10181.61028,33.62113106,1.27792034,45.18603515,0
7305,El Salvador,2017,0.528485037,0.244,0.119,0,0.957,34.162,6.198664938,..,6.094256661,0,..,0.001740045
7306,Guatemala,2017,0.299619531,0.231,0.113,1.263393975,0.945,26.748,17.98618086,..,11.77363164,0,..,3.670618042
7307,Guyana,2017,0.066175981,0.503,0.25,0,3.036,60.54,2.362838888,0,2.343618726,0,2.362838888,0
7308,Haiti,2017,0.070637286,0.219,0.1,0,0.299,17.469,4.060331797,..,3.291727631,0,..,0
7309,Honduras,2017,0.136048113,0.371,0.177,0.219866441,0.88,39.371,9.110946736,..,8.574449806,0,..,0.005212431
7310,Jamaica,2017,0.678046283,0.474,0.264,1.011768029,2.445,63.323,6.982943196,..,6.346372262,0.390226727,..,0.201735863
7311,Nicaragua,2017,0.076355704,0.367,0.142,0,0.791,30.656,5.602875392,..,5.191371325,0,..,0
7312,Panama,2017,2.149851098,0.157,0.084,14.45649276,2.293,52.791,9.608832495,..,9.321533262,0,..,0.214134402
7313,Paraguay,2017,0.172775526,0.193,0.091,0,1.204,25.846,8.39652649,2.4046325,7.811291415,0,8.398931123,0.00395456
7314,Peru,2017,2.190404283,0.243,0.131,1.462695524,1.575,49.791,51.29128274,2902.443768,30.85141384,16.74582364,54.19372651,2.787306529
7315,Suriname,2017,0.13938354,0.491,0.262,0,4.137,60.616,2.471445601,..,2.452923738,0.009935938,..,0
7316,Trinidad and Tobago,2017,0.713299667,0.738,0.491,1.635748855,11.901,25.132,17.69916572,6400.883395,4.096552943,13.59872947,24.10004911,0
7317,Uruguay,2017,0.301147841,0.097,0.075,0.328210478,1.69,26.938,6.168114105,4.8326558,5.744497993,0.137668507,6.172946761,0
7318,Venezuela,2017,1.057333582,0.246,0.244,0.562355835,4.036,53.59,124.8073024,170521.4039,77.49893605,46.67593499,295.3287064,0.515805619
7319,Other Non-OECD Americas,2017,1.807247581,0.075,0.066,1.518153801,1.975,51.75,10.70783379,..,10.6323834,0.039192444,..,0.01146113
7320,Bahrain,2017,1.388791544,0.887,0.441,0.117178668,20.426,50.14,29.89268689,4737.47933,4.586898758,25.30578813,34.63016622,0
7321,Islamic Rep. of Iran,2017,2.029782619,1.232,0.454,4.472911442,6.801,51.401,579.7073493,186208.3234,187.9306286,386.7029659,765.9156727,4.89037961
7322,Iraq,2017,0.672341153,0.618,0.297,0.890200519,3.079,61.961,123.0082356,93396.5412,99.19151545,23.81291587,216.4047768,0
7323,Jordan,2017,1.347758789,0.605,0.266,0.246240878,2.387,62.062,24.68085189,891.4039925,16.11453939,7.854770489,25.57225588,0.693678862
7324,Kuwait,2017,2.899446806,0.78,0.493,3.219375137,21.251,59.161,88.22711745,25914.99253,45.15043353,43.07668392,114.14211,0
7325,Lebanon,2017,0.861240004,0.526,0.267,0,4.408,70.743,27.30523378,11.3041025,26.58246841,0,27.31653788,0.678609686
7326,Oman,2017,1.77621744,0.784,0.404,3.18202651,14.317,59.373,65.48545438,23298.82914,18.97214609,46.5133083,88.78428352,0
7327,Qatar,2017,5.165495108,0.515,0.349,0,31.156,47.417,84.90121453,30233.82777,17.3952183,67.5035256,115.1350423,0
7328,Saudi Arabia,2017,10.08084638,0.761,0.323,10.34619378,15.246,51.854,525.8740695,74450.26128,354.566343,171.3060477,600.3243308,0
7329,Syrian Arab Republic ,2017,0.03125129,1.244,1.421,0.821449406,1.229,52.892,23.50001688,7055.697595,17.20831045,6.290228799,30.55571447,0.000780667
7330,United Arab Emirates,2017,23.56852198,0.465,0.277,52.57949439,20.174,58.146,184.2453393,34904.94167,47.4975544,128.2406591,219.1502809,8.498838336
7331,Yemen,2017,0.018164036,0.227,0.141,0.302741319,0.276,75.573,8.406589691,3448.707783,7.504214512,0.607821205,11.85529747,0.284742832
7332,Canada,2018,14.88335232,0.336,0.328,1.444455638,15.076,44.121,567.0493956,62309.84245,271.2888353,235.3240539,629.3592381,57.16386457
7333,Chile,2018,2.028239138,0.33,0.197,0.421947913,4.573,52.428,87.84654474,493.75026,49.09645062,9.219697294,88.340295,28.31940124
7334,Colombia,2018,4.601621483,0.236,0.11,0.425092351,1.518,44.837,75.70720855,25011.1421,39.28712124,20.06049698,100.7183506,15.11556358
7335,Costa Rica,2018,0.668801507,0.122,0.083,0,1.531,38.804,7.86787423,..,7.810635189,0,..,0.001129742
7336,Mexico,2018,12.48893071,0.332,0.174,2.190005576,3.341,53.811,423.7643128,43296.904,230.5515192,146.6505016,467.0612168,43.97013949
7337,United States,2018,75.37972202,0.252,0.252,64.24322689,15.019,52.998,4987.184439,402781.0728,2078.643199,1603.218387,5389.965511,1269.804947
7338,Australia,2018,14.20311237,0.29,0.322,1.832286112,15.468,69.996,390.89171,57182.53263,138.7543556,73.34291586,448.0742427,177.5159965
7339,Israel,2018,3.465852684,0.173,0.175,0.97034522,6.72,64.441,60.2852876,645.169635,23.00389606,18.15105625,60.93045724,18.7698864
7340,Japan,2018,21.76452219,0.237,0.202,14.47211797,8.586,61.096,1095.453938,4930.604975,399.9902472,229.3906357,1100.384543,426.7958802
7341,Korea,2018,15.89602287,0.378,0.286,30.76961354,11.733,51.29,610.6331929,3421.320875,160.872091,114.2955214,614.0545138,316.8811201
7342,New Zealand,2018,3.891280353,0.163,0.168,1.000878247,6.46,38.572,32.3984902,960.6256825,20.50431424,6.425194545,33.35911589,5.331942275
7343,Austria,2018,2.469324633,0.15,0.133,0.039483553,6.936,44.552,62.98393095,..,31.61279432,16.66372477,..,10.33678533
7344,Belgium,2018,5.046791693,0.188,0.167,29.89075297,7.966,40.831,92.27461609,..,44.68752846,32.78480664,..,11.19115886
7345,Czech Republic,2018,1.217502022,0.482,0.253,0,9.494,55.54,102.7784518,..,21.43399072,15.63827559,..,62.85100081
7346,Denmark,2018,3.026396286,0.097,0.105,1.858998821,5.481,45.598,32.78286938,1092.331695,17.27793018,6.736723225,33.87520108,6.433641908
7347,Estonia,2018,0.207771763,0.596,0.355,0.929035574,11.704,63.97,15.76183974,83.668278,3.261802752,0.973928917,15.84550802,11.09281636
7348,Finland,2018,2.315098414,0.174,0.175,1.037354317,7.945,30.779,45.49109473,..,20.87007531,4.531683152,..,17.57347502
7349,France,2018,17.70152902,0.117,0.105,6.284408717,4.447,29.135,306.6897066,1858.85241,176.7892392,83.11296123,308.548559,35.48529602
7350,Germany,2018,29.54901943,0.195,0.168,5.354164435,8.377,54.682,704.488864,4372.473175,235.5985975,171.471746,708.8613371,274.4080256
7351,Greece,2018,3.261041326,0.308,0.208,7.034328896,5.74,65.612,62.49575293,..,33.69902237,8.444488468,..,19.8591042
7352,Hungary,2018,0.820891578,0.324,0.154,0,4.658,40.907,46.59350294,..,18.6428627,18.08681521,..,8.17519366
7353,Iceland,2018,1.252988005,0.083,0.09,0.238778317,4.814,6.633,1.731358814,..,1.726453893,0,..,0
7354,Ireland,2018,3.204788034,0.101,0.091,0.528507044,7.315,61.489,36.10522098,..,18.7765315,10.37990562,..,6.294335602
7355,Italy,2018,11.47988489,0.166,0.136,8.745354999,5.296,50.304,322.7964317,4785.719805,142.421971,137.9794209,327.5821515,34.46788399
7356,Latvia,2018,0.456581669,0.241,0.133,0.119226374,3.756,37.303,7.638784712,..,4.220900975,2.719766158,..,0.194896411
7357,Lithuania,2018,0.374781689,0.242,0.12,0.641590608,3.976,34.815,11.58601644,..,8.100446572,2.16037912,..,0.879782048
7358,Luxembourg,2018,1.833561215,0.138,0.135,0,14.698,54.823,9.129986595,..,7.11543218,1.620902012,..,0.167854673
7359,Netherlands,2018,12.0185126,0.184,0.165,35.15335349,8.777,49.359,152.7915967,189.1099303,49.31675505,66.5933283,152.9807066,32.55042632
7360,Norway,2018,1.707862604,0.095,0.117,1.058423694,7.247,31.244,39.15472774,1088.92209,22.51981229,12.02592859,40.24364983,3.027098998
7361,Poland,2018,3.012684104,0.556,0.26,0.837479815,7.915,66.734,311.522146,1561.536725,79.60063621,30.35302382,313.0836827,193.4343251
7362,Portugal,2018,4.082850061,0.218,0.142,2.596184144,4.591,51.214,48.14839865,..,24.8314016,11.2206419,..,10.73011491
7363,Slovak Republic,2018,0.141426945,0.326,0.178,0,5.813,43.669,32.02273986,..,10.43424496,7.977641076,..,12.39215336
7364,Slovenia,2018,0.10509558,0.28,0.185,0.710845407,6.575,47.079,13.96677185,40.403343,7.093888601,1.69149189,14.00717519,4.64560836
7365,Spain,2018,13.93055963,0.192,0.141,22.2938054,5.322,47.624,252.3967058,..,144.2516957,61.95013011,..,42.02956491
7366,Sweden,2018,2.806406599,0.064,0.067,5.623802894,3.372,16.209,36.23893872,43.7205875,23.21759552,1.528557348,36.28265931,6.985168019
7367,Switzerland,2018,5.519631397,0.048,0.062,0.00850404,4.198,35.814,36.63951461,..,25.18275688,6.772170083,..,0.428670254
7368,Republic of Türkiye,2018,11.36950088,0.379,0.162,2.900219249,4.603,62.064,378.5905427,..,116.5705674,93.19403901,..,162.8289884
7369,United Kingdom,2018,35.12372085,0.113,0.119,7.676456293,5.309,48.525,357.5638986,8269.81235,161.4526563,157.324393,365.8337109,32.40413425
7370,Albania,2018,0.020568465,0.345,0.117,0.098315962,1.531,44.427,4.524619819,..,3.400437051,0.075963691,..,0.966050687
7371,Armenia,2018,0.195107499,0.451,0.163,0,1.902,40.963,5.522694769,..,0.853686938,4.629659253,..,0.004910656
7372,Azerbaijan,2018,0.335241824,0.6,0.221,0.135914796,3.159,51.278,31.66528175,8300.327905,10.87688704,20.63293027,39.96560966,0
7373,Belarus,2018,0.443551591,0.981,0.324,0,6.05,50.718,57.83670802,..,17.21485692,36.81381173,..,3.373292528
7374,Bosnia and Herzegovina,2018,0.023230939,1.225,0.482,0,6.54,71.097,22.82008249,..,4.866094127,0.466639619,..,17.08072307
7375,Bulgaria,2018,0.766530887,0.719,0.277,0.25810763,5.648,51.044,40.43368521,..,12.35270458,5.136255776,..,22.24400029
7376,Croatia,2018,0.551620976,0.275,0.141,0.065201868,3.724,42.841,15.79376696,..,9.504253832,4.294943482,..,1.472014112
7377,Cyprus,2018,0.971904807,0.268,0.197,0.856249063,7.35,67.299,6.432956042,..,6.267177075,0,..,0.054318029
7378,Georgia,2018,0.315136163,0.53,0.176,0.005050738,2.407,44.156,9.194908923,..,3.53675376,4.279417685,..,1.280733724
7379,Gibraltar,2018,0.021958077,0.467,0.542,12.94070292,20.88,65.665,0.700873876,..,0.700873876,0,..,0
7380,Kazakhstan,2018,1.875871421,1.037,0.469,0.046406029,11.422,67.221,211.3906684,61022.91113,43.92193281,32.08578408,272.4135795,135.3631622
7381,Kosovo,2018,0.009186643,1.146,0.431,0,4.597,76.433,8.452695195,..,2.204254275,0,..,6.115344347
7382,Kyrgyzstan,2018,0.016427171,1.376,0.366,0,1.643,54.463,10.61494337,..,5.625359339,0.601778866,..,4.387051703
7383,Malta,2018,0.469387266,0.115,0.077,7.101378198,3.201,54.435,1.572204534,..,0.881820598,0.687412155,..,0
7384,Republic of Moldova,2018,0.178422282,0.908,0.268,0,2.941,46.963,8.301773943,..,2.744248899,4.936984717,..,0.351266925
7385,Montenegro,2018,0.070098745,0.544,0.217,0,4.02,56.758,2.576192203,..,1.009041508,0,..,1.51483766
7386,Republic of North Macedonia,2018,0.070573823,0.646,0.226,0,3.348,64.14,7.084275453,..,2.877256071,0.489744022,..,3.648990544
7387,Romania,2018,0.411213338,0.341,0.142,0.056137648,3.68,51.187,73.49738982,6460.3909,27.73226089,21.49709889,79.95778072,21.99276184
7388,Russian Federation,2018,17.05425147,1.12,0.433,36.7455501,11.085,49.58,1612.716617,512074.357,308.3090987,839.3515526,2124.790974,428.9126553
7389,Serbia,2018,0.419229172,1.037,0.388,0.053739478,6.491,70.45,46.01181067,..,9.410776297,4.315291816,..,31.94786919
7390,Tajikistan,2018,0.088853111,0.643,0.2,0,0.681,45.893,6.337329455,..,2.858566239,0.111614804,..,3.367148412
7391,Turkmenistan,2018,1.183971433,1.276,0.6,0,9.693,60.48,59.14061901,115825.4292,19.52482908,39.61348886,174.9660482,0
7392,Ukraine,2018,0.920647858,1.839,0.384,0,4.071,46.391,183.5809469,6355.324258,28.87572262,55.89179158,189.9362712,98.0512493
7393,Uzbekistan,2018,0.503670698,1.06,0.437,0,3.246,53.104,107.8524684,21185.33114,10.89582561,88.98854374,129.0377995,7.967490952
7394,Former Soviet Union (if no detail),2018,..,..,..,..,..,..,..,..,..,..,..,..
7395,Former Yugoslavia (if no detail),2018,..,..,..,..,..,..,..,..,..,..,..,..
7396,Algeria,2018,1.398122177,0.781,0.272,0.671485623,3.275,53.806,138.4962479,86729.7534,56.87130532,80.82300158,225.2260013,0.798173969
7397,Angola,2018,0.944555325,0.17,0.097,1.049159875,0.607,35.754,20.84162061,22107.36341,16.94174794,2.227773129,42.94898402,0
7398,Benin,2018,0.094569916,0.544,0.203,0,0.604,32.861,8.044322857,5.25163,7.361680542,0.037922128,8.049574487,0
7399,Botswana,2018,0.045947195,0.513,0.224,0,3.292,67.741,8.329216598,0.8984815,3.180876601,0,8.33011508,4.987101471
7400,Cameroon,2018,0.05069717,0.189,0.077,0,0.273,16.777,8.98854425,6268.56943,5.447194086,1.481560233,15.25711368,0
7401,Congo,2018,0.101260228,0.307,0.162,0,0.545,23.394,3.441036281,10081.54326,1.619713719,1.380546627,13.52257954,0
7402,Côte d'Ivoire,2018,0.478334985,0.187,0.079,0.250252758,0.396,24.503,11.51116853,1022.21416,6.379812295,3.832662566,12.53338269,0
7403,Dem. Rep. of Congo,2018,0.426094335,0.048,0.027,0,0.024,1.676,8.208647575,1345.854383,2.170276432,0.00062586,9.554501958,0
7404,Egypt,2018,2.342815206,0.565,0.169,1.407011991,2.055,55.328,215.2900236,28021.1804,95.64316286,107.6380412,243.311204,11.58491718
7405,Equatorial Guinea,2018,0.118107396,0.29,0.136,0,2.055,29.349,3.136139157,5323.812,0.729076029,2.37281397,8.459951157,0
7406,Eritrea,2018,0.044644487,0.259,0.098,0.066722636,0.165,15.047,0.737880405,0.3099938,0.574493438,0,0.7381903988,0
7407,Kingdom of Eswatini,2018,0.005574312,0.258,0.108,0,0.953,22.823,1.253295463,0,0.97515697,0,1.253295463,0.150763562
7408,Ethiopia,2018,2.331289992,0.161,0.061,0,0.117,7.183,25.98888512,4.9938625,11.62356762,0,25.99387899,1.590078809
7409,Gabon,2018,0.130583179,0.158,0.08,0.420337273,1.075,11.05,2.993286024,8197.944566,1.493362163,0.874154232,11.19123059,0
7410,Ghana,2018,0.629192603,0.28,0.095,0.032576328,0.532,36.985,17.42946878,2203.70599,13.70172689,2.959833174,19.63317477,0
7411,Kenya,2018,2.096743212,0.203,0.081,0.142476729,0.325,14.304,19.84364494,12.85292,14.83204622,0,19.85649786,1.690266662
7412,Libya,2018,0.147996916,0.651,0.231,0.873143386,6.899,48.28,45.33180126,47036.81078,29.36346223,15.88586491,92.36861203,0
7413,Madagascar,2018,0.137005753,0.258,0.078,0.032363843,0.121,9.654,4.965594835,0,2.432415876,0,4.965594835,0.85832809
7414,Mauritius,2018,0.961699455,0.307,0.148,1.814174525,3.268,68.307,4.191927269,..,2.393053542,0,..,1.78229442
7415,Morocco,2018,2.339671966,0.494,0.202,0.4293262,1.653,68.587,60.34529489,107.80482,36.82208442,2.166151552,60.45309971,20.49678454
7416,Mozambique,2018,0.081157561,0.334,0.152,0.025158135,0.202,13.332,7.660751687,4597.929678,4.269789411,1.67616779,12.25868136,0.062057588
7417,Namibia,2018,0.114714093,0.335,0.154,0,1.578,44.51,3.914015975,1.2221583,3.828437053,0,3.915238133,0.028748977
7418,Niger,2018,0.142384286,0.162,0.069,0,0.083,13.749,2.767707021,268.4229985,1.568235876,0.068286679,3.03613002,0.260372585
7419,Nigeria,2018,2.074076559,0.194,0.098,1.040255756,0.49,15.358,136.6468414,74193.0959,61.56429694,30.78791538,210.8399373,6.617925584
7420,Rwanda,2018,0.156285191,0.124,0.052,0,0.101,6.832,2.127353057,0,1.037421104,0.095200538,2.127353057,0.154894983
7421,Senegal,2018,0.634245981,0.394,0.162,0.653837244,0.545,46.448,8.883648301,6.2280175,6.833533792,0.025032046,8.889876318,1.71404832
7422,South Africa,2018,4.659864853,1.208,0.552,9.546555337,7.547,80.277,438.5516314,33032.04825,72.97562567,3.897316509,471.5836796,360.584033
7423,South Sudan,2018,0.245688818,0.146,0.132,0,0.17,54.488,1.856111678,1855.4614,1.790174329,0,3.711573078,0
7424,Sudan,2018,0.631526629,0.225,0.111,0.056864855,0.464,24.137,21.93115447,2659.183163,19.77695725,0,24.59033763,0
7425,United Rep. of Tanzania,2018,0.448000759,0.221,0.089,0.065341175,0.22,13.201,18.21290293,184.39452,8.515446956,3.228045191,18.39729745,1.235987216
7426,Togo,2018,0.197711898,0.221,0.09,0,0.179,10.459,1.951286277,4.207303,1.383596478,0.086422276,1.95549358,0
7427,Tunisia,2018,0.878866397,0.539,0.204,0.031985628,2.193,54.554,26.65724805,2394.094555,13.41590246,12.95024552,29.05134261,0
7428,Uganda,2018,0.346461095,0.161,0.056,0,0.13,6.619,9.338447052,0,5.483793367,0,9.338447052,0
7429,Zambia,2018,0.082658806,0.273,0.106,0,0.363,13.769,8.406714085,..,3.780506183,0,..,2.758800953
