,Country,Year,df_CO2AVBUNK,df_CO2GDP,df_CO2GDPPPP,df_CO2MARBUNK,df_CO2POP,df_CO2TES,df_GHGFC,df_GHGFugi,df_GHGFCOil,df_GHGFCGas,df_GHGEnergy,df_GHGFCCoal
4441,Equatorial Guinea,1999,0.022322393,0.169,0.08,0,0.389,30.628,0.293361132,5938.4985,0.21812382,0.039420712,6.231859632,0
4442,Eritrea,1999,0.025511135,0.372,0.141,0,0.267,21.36,0.769686132,0.3393273,0.63411026,0,0.7700254593,0
4443,Kingdom of Eswatini,1999,0.003189042,0.515,0.215,0,1.235,30.115,1.454088514,0,0.766137178,0,1.454088514,0.515688624
4444,Ethiopia,1999,0.191334114,0.187,0.07,0,0.045,2.935,10.63219217,1.447643,2.956844829,0,10.63363981,0
4445,Gabon,1999,0.264043906,0.154,0.077,0.492287162,1.227,24.838,1.812244232,14408.72239,1.28646177,0.24870409,16.22096663,0
4446,Ghana,1999,0.309058514,0.297,0.101,0.154009343,0.303,18.105,7.185476714,66.72019,5.917574674,0,7.252196904,0
4447,Kenya,1999,1.291504371,0.192,0.076,0.32466129,0.237,12.455,9.365165804,3.2548375,6.892229321,0,9.368420642,0.285204862
4448,Libya,1999,1.090603731,0.624,0.221,0.802761807,6.939,56.271,35.48891359,51830.46608,29.42740175,6.011854433,87.31937967,0
4449,Madagascar,1999,0.129129093,0.224,0.068,0.04766715,0.105,9.626,2.56637017,0,1.653499517,0,2.56637017,0.021145558
4450,Mauritius,1999,0.548490907,0.351,0.169,0.537679975,1.871,57.579,2.235723036,..,1.882571024,0,..,0.333727762
4451,Morocco,1999,0.918403268,0.528,0.216,0.051336344,1.032,63.374,29.73769706,14.825465,20.70916772,0.077577949,29.75252252,8.541693608
4452,Mozambique,1999,0.108422625,0.222,0.102,0.003208522,0.066,4.023,3.099507146,3.9761264,1.162964495,0.001263474,3.103483272,0
4453,Namibia,1999,0.114691418,0.346,0.159,0,1.113,45.788,2.06798002,0.6477788,2.001766596,0,2.068627799,0.012944105
4454,Niger,1999,0.035077961,0.14,0.059,0,0.057,6.776,1.379994152,0,0.445768527,0,1.379994152,0.204576714
4455,Nigeria,1999,0.58675761,0.247,0.125,2.399439124,0.329,11.353,63.17999079,121668.1205,27.20693168,12.75248562,184.8481113,0.039338766
4456,Rwanda,1999,0.052284656,0.186,0.077,0,0.059,2.672,1.578197267,0,0.477359452,0,1.578197267,0
4457,Senegal,1999,0.554868691,0.353,0.145,0.243848256,0.375,37.67,3.806435904,3.3821505,3.57108484,0.014150971,3.809818055,0
4458,South Africa,1999,2.853656385,1.29,0.589,10.33372589,5.916,60.175,279.5621056,29621.68635,51.09262476,0,309.1837919,225.8106129
4459,South Sudan,1999,..,..,..,..,..,..,..,618.303,..,..,0.618303,..
4460,Sudan,1999,0.290136785,0.097,0.048,0.028876694,0.162,8.653,6.758256471,696.634035,5.16886111,0,7.454890506,0
4461,United Rep. of Tanzania,1999,0.18469158,0.127,0.051,0.074772589,0.066,4.133,5.621196373,0.9684858,2.02415566,0,5.622164859,0.213752915
4462,Togo,1999,0.025511135,0.322,0.132,0.009625565,0.224,12.334,1.4063868,0.4874985,1.110452462,0,1.406874299,0
4463,Tunisia,1999,0.98526238,0.633,0.24,0.057105881,1.726,57.233,17.26128103,2620.500075,10.55314335,6.105015233,19.8817811,0.356005211
4464,Uganda,1999,0.098855799,0.116,0.04,0,0.051,3.126,3.325446802,0,1.210424781,0,3.325446802,0
4465,Zambia,1999,0.105453476,0.212,0.083,0,0.171,6.403,2.825717284,..,1.376261128,0,..,0.294578813
4466,Zimbabwe,1999,0.283653337,0.701,0.378,0,1.316,34.767,17.64185799,..,4.879916576,0,..,10.80287331
4467,Other Africa,1999,1.210512486,0.304,0.121,0.942543233,0.155,9.532,22.44202512,..,11.11087254,0,..,2.129739494
4468,Bangladesh,1999,0.440068282,0.208,0.073,0.136905243,0.155,26.412,22.49148012,1783.10933,8.634373257,11.01501692,24.27458945,0.183464938
4469,Brunei Darussalam,1999,0.204089682,0.38,0.189,0.186688702,12.812,42.179,4.217520841,1800.812041,1.259605921,2.95791492,6.018332882,0
4470,Cambodia,1999,0.030755856,0.355,0.122,0,0.16,13.681,2.630035893,..,1.951473599,0,..,0
4471,DPR of Korea,1999,0,2.095,0.58,0,2.8,84.285,65.73240871,..,2.638231716,0,..,62.96744892
4472,India,1999,4.904209233,1.188,0.356,2.106567958,0.821,50.014,897.0380833,51351.444,263.5185114,39.63709204,948.3895273,558.1783749
4473,Indonesia,1999,1.163948395,0.69,0.224,0.463792918,1.212,42.535,272.9098184,61502.9862,158.7183256,56.41085999,334.4128046,42.77648211
4474,Lao People's Democratic Republic,1999,..,..,..,..,..,..,..,..,..,..,..,..
4475,Malaysia,1999,3.410642552,0.777,0.312,1.32446891,4.754,60.121,107.4782708,12163.39151,56.99404143,42.64554109,119.6416623,7.72693425
4476,Mongolia,1999,0.051022271,2.227,0.81,0,3.529,91.193,8.674469828,..,1.216730996,0,..,7.441865038
4477,Myanmar,1999,0.044644487,0.634,0.174,0.003208522,0.191,16.505,11.84112932,..,5.415440104,2.866239491,..,0.406349254
4478,Nepal,1999,0.153264088,0.246,0.072,0,0.125,9.349,5.41384428,..,2.076056518,0,..,0.960340521
4479,Pakistan,1999,2.080093918,0.617,0.189,0.054079546,0.634,36.657,103.3202606,7406.62705,58.45442904,30.13680265,110.7268877,7.103451062
4480,Philippines,1999,1.466500522,0.479,0.2,0.78599454,0.86,41.704,68.40142971,33.7141365,53.0785724,0.01384768,68.43514385,13.20217705
4481,Singapore,1999,10.92187685,0.293,0.188,58.95123846,9.548,49.716,38.03607594,..,34.71331545,2.918440227,..,0
4482,Sri Lanka,1999,0,0.26,0.086,0.740053993,0.488,28.755,10.469747,..,9.214375218,0,..,0.005829776
4483,Chinese Taipei,1999,5.594453383,0.706,0.343,14.20719239,9.335,58.696,205.6275904,..,101.4995485,12.7500161,..,90.18498481
4484,Thailand,1999,6.868732066,0.72,0.266,2.751287427,2.446,51.42,156.0625669,6344.556825,87.0717638,34.99913425,162.4071237,32.11851961
4485,Viet Nam,1999,0.268775467,0.469,0.16,0.346831518,0.516,35.219,44.67329044,9366.377728,20.93435578,2.217513681,54.03966817,17.69170115
4486,Other Asia,1999,1.000840232,0.201,0.127,0.408362844,0.315,32.567,12.32702107,..,9.891713858,0.541427622,..,0.503870454
4487,People's Rep. of China,1999,3.411690751,1.137,0.707,7.445422501,2.332,63.502,3029.508367,170883.0663,503.9069532,31.70902073,3200.391433,2421.179402
4488,"Hong Kong, China",1999,8.600463213,0.266,0.2,11.28044164,6.718,67.093,44.77458976,..,22.29136731,7.625794233,..,14.85595961
4489,"China (incl. Hong Kong, China)",1999,12.01215396,1.084,0.681,18.72586414,2.355,63.553,3074.282956,170883.0663,526.1983205,39.33481496,3245.166023,2436.035361
4490,Argentina,1999,2.451275849,0.299,0.222,1.645865981,3.528,50.748,130.7475845,28776.02263,57.78267242,68.06820654,159.5236071,4.626464046
4491,Bolivia,1999,0,0.404,0.172,0,0.809,35.946,7.119559746,2520.301098,4.675395713,2.24499153,9.639860844,0
4492,Brazil,1999,2.471979623,0.248,0.148,8.213972548,1.623,35.907,292.0658438,16651.7762,231.4730413,13.11942918,308.71762,39.17095773
4493,Cuba,1999,0.833280175,0.624,0.201,0.047966807,2.431,54.083,27.32898656,610.8422475,25.96325101,0.965727114,27.9398288,0.127963476
4494,Curaçao,1999,0.229495153,1.949,1.549,6.106332564,25.966,62.925,5.438614514,..,5.438614514,0,..,0
4495,Dominican Republic,1999,1.081037205,0.494,0.232,0,2,59.637,17.19884611,..,16.889487,0,..,0.118015901
4496,Ecuador,1999,0.376290145,0.339,0.188,0.404492512,1.441,53.678,18.2901185,8824.534685,18.11981864,0,27.11465319,0
4497,El Salvador,1999,0.210467465,0.296,0.145,0,0.872,32.537,5.636996423,..,5.235243931,0,..,0.003036851
4498,Guatemala,1999,0.153067112,0.21,0.102,0.603203598,0.666,26.228,8.879984837,..,7.612232432,0,..,0.03679272
4499,Guyana,1999,0.038266703,0.595,0.297,0,2.29,51.585,1.789184456,0,1.754916589,0,1.789184456,0
4500,Haiti,1999,0.089289273,0.131,0.06,0,0.168,11.395,1.938871505,..,1.400517646,0,..,0
4501,Honduras,1999,0.095667057,0.397,0.19,0,0.673,34.603,4.812089371,..,4.284078336,0,..,0.137685284
4502,Jamaica,1999,0.503846121,0.756,0.422,0.095091063,3.754,68.665,9.864118025,..,9.653773631,0,..,0.177023653
4503,Nicaragua,1999,0.076710625,0.48,0.186,0,0.672,33.023,3.780694637,..,3.430152511,0,..,0
4504,Panama,1999,0.471957202,0.229,0.123,7.938058843,1.593,44.41,4.894139563,..,4.61028859,0,..,0.147519578
4505,Paraguay,1999,0.049261757,0.189,0.089,0,0.801,23.324,4.57546551,1.78249,4.099940397,0,4.577248,0
4506,Peru,1999,1.227726533,0.312,0.168,0.164908418,1.023,47.796,28.16239033,1719.63431,24.35681566,1.16003444,29.88202464,1.637386976
4507,Suriname,1999,..,..,..,..,..,..,..,..,..,..,..,..
4508,Trinidad and Tobago,1999,0.216845249,0.73,0.485,1.107833777,7.144,24.366,9.540219733,3641.527299,2.535591605,6.997219415,13.18174703,0
4509,Uruguay,1999,0,0.173,0.134,0.889542938,1.961,47.43,6.630523765,3.30621,6.441822861,0.04604138,6.633829975,0.019801165
4510,Venezuela,1999,0.886539306,0.229,0.227,4.600308748,4.84,47.986,117.3366276,215581.6781,67.38738578,49.65852361,332.9183057,0.145632756
4511,Other Non-OECD Americas,1999,1.855662123,0.242,0.212,0.79069815,5.289,73.985,31.26558628,..,30.47079752,0.043330956,..,0.705837783
4512,Bahrain,1999,1.049147986,1.066,0.53,0,22.24,47.069,15.44696074,3011.775629,2.385174537,13.06178621,18.45873637,0
4513,Islamic Rep. of Iran,1999,2.516042161,1.201,0.443,2.184259044,4.631,56.494,301.0543351,103608.1556,187.3074399,110.6118931,404.6624906,3.084447948
4514,Iraq,1999,1.25642671,1.357,0.651,0.488502363,2.478,62.176,59.73623283,40846.87644,53.62667484,6.107171351,100.5831093,0
4515,Jordan,1999,0.67935926,0.781,0.343,0.034580643,2.744,69.804,13.70669989,123.579405,13.1979105,0.507819037,13.8302793,0
4516,Kuwait,1999,1.214917837,0.722,0.456,2.023894149,22.505,56.487,42.51505752,19848.12488,25.8298042,16.68525333,62.3631824,0
4517,Lebanon,1999,0.402458966,0.599,0.304,0,3.694,69.252,15.93177451,7.8134875,15.36247065,0,15.939588,0.52746888
4518,Oman,1999,0.577190785,0.409,0.211,0.174242918,7.561,59.309,17.60542071,16844.45354,8.163262161,9.442158546,34.44987424,0
4519,Qatar,1999,0.538924082,0.716,0.485,0,36.794,47.574,22.63933172,16059.03639,2.71843538,19.9200224,38.69836811,0
4520,Saudi Arabia,1999,5.414752251,0.651,0.276,6.649232767,10.764,57.663,228.0697786,54946.79863,167.2610766,60.80769677,283.0165772,0
4521,Syrian Arab Republic ,1999,0.293378655,1.446,1.683,3.805316454,2.3,56.742,36.83711377,51972.23985,29.93690425,6.887671689,88.80935362,0.011702395
4522,United Arab Emirates,1999,9.732522689,0.468,0.279,32.00748611,26.025,59.926,81.02513804,24562.35824,20.10019895,60.92161245,105.5874963,0
4523,Yemen,1999,0.280570259,0.322,0.2,0.238025046,0.696,67.307,12.77252699,20077.65095,12.76645224,0,32.85017793,0
4524,Canada,2000,3.115555339,0.433,0.422,3.371732659,16.413,47.686,510.7432987,40817.07423,218.9789362,162.8331627,551.560373,126.5952484
4525,Chile,2000,1.05552577,0.371,0.222,1.96430853,3.158,46.141,50.31993135,1320.803303,30.72028602,6.699549692,51.64073465,11.72421279
4526,Colombia,2000,1.913321981,0.347,0.161,0.747374393,1.394,50.412,56.23519162,15293.86732,29.57394395,12.83999042,71.52905893,12.89625819
4527,Costa Rica,2000,0.366458868,0.148,0.101,0.342262944,1.163,37.396,4.618996445,..,4.58138235,0,..,0.002500867
4528,Mexico,2000,8.133772851,0.411,0.216,3.876604676,3.565,56.968,366.2007216,49816.8212,254.9601217,82.07313044,416.0175428,26.51757912
4529,United States,2000,57.69038997,0.417,0.417,89.8390553,20.29,60.212,5803.801621,240438.297,2334.675968,1236.215767,6044.239918,2183.053499
4530,Australia,2000,7.222572426,0.421,0.466,2.993715199,17.586,73.934,338.7854251,32110.2047,102.0979325,43.68089497,370.8956298,191.0056277
4531,Israel,2000,2.401241753,0.297,0.3,0.587766837,8.7,71.845,55.37446737,8.4142571,29.67700367,0.007075603,55.38288162,25.68822281
4532,Japan,2000,19.76998188,0.288,0.246,17.1471666,9.062,53.215,1159.344472,3852.019625,642.1211166,163.1233786,1163.196492,349.2706171
4533,Korea,2000,1.714963174,0.529,0.401,30.77956943,8.987,54.085,425.9008918,7748.476575,207.7050923,40.193293,433.6493684,171.9397252
4534,New Zealand,2000,1.810415892,0.245,0.252,0.763541277,7.482,40.825,29.43939749,1011.566553,16.0967693,8.72135771,30.45096404,4.485788413
4535,Austria,2000,1.65100662,0.199,0.176,0.066290003,7.717,51.617,63.16069374,..,31.23750771,14.73809946,..,15.11519191
4536,Belgium,2000,4.52012984,0.312,0.277,17.19648332,11.121,46.905,115.0243528,..,52.65133442,29.55851704,..,30.42940143
4537,Czech Republic,2000,0.482707401,0.972,0.511,0,11.952,71.106,124.3085548,..,17.79799401,17.12252743,..,88.51219615
4538,Denmark,2000,2.32124749,0.193,0.21,4.082256957,9.515,65.074,51.54997071,2877.744933,23.76506631,10.45293787,54.42771564,15.79173018
4539,Estonia,2000,0.061489859,1.057,0.63,0.333819588,10.496,74.431,14.96261994,46.9446993,2.764041596,1.323048539,15.00956464,10.73636034
4540,Finland,2000,1.029957458,0.278,0.28,2.122876102,10.547,40.259,55.88546138,..,25.00766763,7.96680395,..,21.73200561
4541,France,2000,15.22492405,0.178,0.16,8.988899407,5.988,34.618,371.512464,2129.422125,227.0411193,78.06502972,373.6418861,59.94166399
4542,Germany,2000,19.32630695,0.287,0.247,6.986389189,9.972,57.641,821.5012762,8506.504425,307.096988,156.263916,830.0077807,347.7069608
4543,Greece,2000,2.438078431,0.437,0.295,11.45668955,8.137,77.365,88.99930927,..,46.15135534,3.693065385,..,38.49106045
4544,Hungary,2000,0.701008133,0.582,0.276,0,5.218,50.903,53.97223611,..,16.70150647,21.2220192,..,15.69623952
4545,Iceland,2000,0.396610444,0.182,0.196,0.214167667,7.684,16.081,2.185753536,..,1.770866475,0,..,0.414007859
4546,Ireland,2000,1.743241558,0.255,0.229,0.474411198,10.743,70.721,41.43641302,..,23.40560905,7.115355291,..,10.90132213
4547,Italy,2000,8.464098381,0.228,0.187,5.302007361,7.384,58.541,424.7456544,5530.8399,245.795195,133.4137627,430.2764943,44.14739297
4548,Latvia,2000,0.079937086,0.43,0.237,0.025253379,2.889,42.638,7.226023184,..,3.855054014,2.525556965,..,0.5520998
4549,Lithuania,2000,0.070713622,0.455,0.225,0.292358345,2.921,34.194,10.5573867,..,6.462304997,3.497784162,..,0.382687934
4550,Luxembourg,2000,0.958121849,0.2,0.195,0,18.456,57.472,8.201633193,..,6.063096087,1.579671571,..,0.441644097
4551,Netherlands,2000,9.770771748,0.253,0.227,41.43408913,10.215,51.964,164.017613,294.7425641,54.47963731,77.23755163,164.3123555,29.82225834
4552,Norway,2000,1.063776925,0.105,0.129,2.591391671,7.097,29.094,32.47670711,2365.201693,20.53612004,7.409524928,34.8419088,4.010498684
4553,Poland,2000,0.820891578,1.024,0.48,0.906701023,7.57,77.867,294.3254689,1173.99346,50.59741985,17.87201095,295.4994624,224.1271387
4554,Portugal,2000,1.940009586,0.299,0.194,2.105331333,5.622,56.182,58.97984303,..,38.4477615,4.612659036,..,15.03484426
4555,Slovak Republic,2000,0.079937086,0.768,0.418,0,6.829,49.646,37.13056074,..,5.509504269,13.2121251,..,16.44845427
4556,Slovenia,2000,0.07378801,0.435,0.287,0,7.064,51.427,14.38167621,43.1133936,6.895567813,1.649168895,14.42478961,5.657083949
4557,Spain,2000,8.113605556,0.287,0.212,19.16649417,6.869,54.828,282.3039428,..,162.4915312,34.15389739,..,83.85427482
4558,Sweden,2000,2.081436531,0.142,0.15,4.332033726,5.86,26.036,53.61083275,39.64758,41.37800883,1.652241758,53.65048033,8.341355325
4559,Switzerland,2000,4.614824588,0.079,0.102,0.034723202,5.788,40.265,42.87330215,..,33.22037589,5.699573165,..,0.559277843
4560,Republic of Türkiye,2000,1.558771383,0.487,0.208,1.265526596,3.131,62.998,205.6528286,..,81.72828005,28.94500837,..,92.61346512
4561,United Kingdom,2000,31.24307453,0.226,0.238,6.505797059,8.84,55.758,525.8619267,16688.21805,182.3757607,198.7398319,542.5501448,143.775663
4562,Albania,2000,0.122980017,0.511,0.173,0,1.001,41.134,3.211712516,..,3.048702646,0.021175789,..,0.069140526
4563,Armenia,2000,0.187544564,0.879,0.318,0,1.08,40.569,3.448126369,..,0.811866021,2.6344551,..,0
4564,Azerbaijan,2000,0.301301117,2.185,0.804,0,3.392,57.731,27.45355442,3189.498255,16.9964383,10.45023298,30.64305267,0
4565,Belarus,2000,0,1.991,0.656,0,5.221,50.455,52.81998821,..,17.52770365,30.92838447,..,3.966980424
4566,Bosnia and Herzegovina,2000,0.030745079,1.323,0.521,0,3.283,75.387,13.89600272,..,3.261283336,0.462691855,..,10.1066637
4567,Bulgaria,2000,0.239810959,1.39,0.535,0.2020261,5.166,54.195,42.74871245,..,10.21145073,5.992502931,..,26.28513123
4568,Croatia,2000,0.20116108,0.426,0.218,0.05713844,3.742,47.469,17.23350205,..,11.11222017,4.009953027,..,1.75390005
4569,Cyprus,2000,0.845044235,0.41,0.301,0.609439355,9.225,70.828,6.422108275,..,6.291917994,0,..,0.129112995
4570,Georgia,2000,0.046117619,0.725,0.241,0,1.136,38.561,4.899174864,..,2.396170697,2.241898392,..,0.036431846
4571,Gibraltar,2000,0.012297852,0.372,0.439,8.411332733,12.145,63.524,0.345579776,..,0.345579776,0,..,0
4572,Kazakhstan,2000,0.233661883,1.694,0.767,0,7.526,74.981,112.9009732,35250.37251,22.38059071,15.41642859,148.1513457,75.0931541
4573,Kosovo,2000,0,1.43,0.538,0,3.004,78.924,5.210994052,..,1.025757641,0,..,4.117113966
4574,Kyrgyzstan,2000,0.122980017,1.255,0.334,0,0.909,45.838,4.492463617,..,1.242576039,1.353286925,..,1.896072801
4575,Malta,2000,0.3689453,0.318,0.211,2.094468386,5.459,75.281,2.146302625,..,2.146302625,0,..,0
4576,Republic of Moldova,2000,0.061489859,1.671,0.493,0,2.235,54.146,6.585073543,..,1.272623788,4.841733651,..,0.461939713
4577,Montenegro,2000,..,..,..,..,..,..,..,..,..,..,..,..
4578,Republic of North Macedonia,2000,0.086085862,1.281,0.448,0,4.206,76.299,8.652649761,..,2.772861071,0.127207325,..,5.682551352
4579,Romania,2000,0.378163516,0.839,0.348,0,3.842,56.806,87.69252212,9562.77085,26.9754907,29.56945631,97.25529297,29.6443727
4580,Russian Federation,2000,13.4017454,1.904,0.736,0,10.057,56.857,1485.738558,403123.1535,322.5786929,696.1793954,1888.861712,447.7925831
4581,Serbia,2000,0.08916055,1.847,0.691,0,5.287,75.742,43.63462852,..,4.14756594,3.18888082,..,36.00613057
4582,Tajikistan,2000,0.009223464,0.837,0.26,0,0.347,24.195,2.192817735,..,0.657984047,1.484663676,..,0.050170011
4583,Turkmenistan,2000,0.983840138,3.92,1.842,0,8.025,58.843,36.85342648,68316.74553,11.19769155,25.65372268,105.170172,0
4584,Ukraine,2000,0.783997423,4.392,0.918,0,6.001,52.678,297.277343,9219.83687,32.56546126,142.8961256,306.4971799,121.7785394
4585,Uzbekistan,2000,0,3.798,1.566,0,4.867,61.927,120.4924869,24321.50343,18.68434288,97.16223649,144.8139903,4.645298737
4586,Former Soviet Union (if no detail),2000,..,..,..,..,..,..,..,..,..,..,..,..
4587,Former Yugoslavia (if no detail),2000,..,..,..,..,..,..,..,..,..,..,..,..
4588,Algeria,2000,1.179893004,0.637,0.221,0.775134906,1.999,54.412,61.95462645,72840.37033,25.31188162,35.9253372,134.7949968,0.707991182
4589,Angola,2000,1.431816214,0.116,0.066,0,0.283,15.958,5.932575053,23495.00848,3.574852232,1.094681692,29.42758353,0
4590,Benin,2000,0.06696688,0.229,0.085,0,0.204,17.158,1.859331744,0.6079798,1.454033305,0,1.859939724,0
4591,Botswana,2000,0.019133352,0.48,0.21,0,2.336,53.663,4.284247355,0.4987975,1.750759863,0,4.284746152,2.337381789
4592,Cameroon,2000,0.181767289,0.158,0.064,0.060962219,0.185,10.487,4.563222517,7991.889967,2.838519041,0,12.55511248,0
4593,Congo,2000,0.079722448,0.067,0.035,0,0.159,16.713,0.59539571,10403.64793,0.507041913,0,10.99904364,0
4594,Côte d'Ivoire,2000,0.369912361,0.21,0.089,0.2908232,0.377,22.263,7.278259323,730.5533153,3.396172314,2.99195483,8.008812638,0
4595,Dem. Rep. of Congo,2000,0.239114514,0.052,0.029,0,0.018,1.464,4.782679826,2544.337152,0.872695785,0,7.327016978,0
4596,Egypt,2000,1.771794751,0.56,0.167,8.787153514,1.403,57.419,101.2321029,19354.5519,67.53875667,29.80542925,120.5866548,3.518396049
4597,Equatorial Guinea,2000,0.035077961,0.116,0.054,0,0.536,36.382,0.407305479,4929.29375,0.312309475,0.059181381,5.336599229,0
4598,Eritrea,2000,0.028700177,0.416,0.158,0,0.257,20.727,0.760219638,0.3280223,0.620857978,0,0.7605476603,0
4599,Kingdom of Eswatini,2000,0.003189042,0.439,0.183,0,1.059,27.363,1.275352122,0,0.761369562,0,1.275352122,0.345297918
4600,Ethiopia,2000,0.207278424,0.186,0.07,0,0.048,3.119,11.14900614,1.5727995,3.243267708,0,11.15057894,0
4601,Gabon,2000,0.235344028,0.151,0.076,0.609547121,1.151,23.794,1.760408974,13654.64772,1.232527117,0.24359964,15.41505669,0
4602,Ghana,2000,0.325003124,0.244,0.083,0.160426386,0.252,18.683,5.981530182,67.155705,5.042929677,0,6.048685887,0
4603,Kenya,2000,1.326582332,0.218,0.087,0.212259961,0.261,13.648,10.38997517,3.5285,7.887118762,0,10.39350367,0.263076905
4604,Libya,2000,1.3393379,0.617,0.219,0.868102982,6.997,54.553,36.47547333,54667.0207,30.1888835,6.235793796,91.14249403,0
4605,Madagascar,2000,0.135277869,0.212,0.064,0.044496888,0.101,9.237,2.571683674,0,1.651017213,0,2.571683674,0.005286286
4606,Mauritius,2000,0.612268746,0.359,0.173,0.693830495,2.049,57.49,2.478555356,..,1.835373764,0,..,0.620712012
4607,Morocco,2000,0.908836443,0.527,0.216,0.048127823,1.035,64.053,30.21816633,15.2266375,19.15421387,0.089353614,30.23339297,10.56076664
